scd,gender,age_grp,weekday,total_qty,total_amt,event_product,amt/qty,num_category,ctg_0,ctg_1,ctg_2,ctg_3
20230101963221,0,3,0,1,7.959974528080536,0,7.959974528080536,1,0,1,0,0
20230101963286,0,3,0,3,9.857495968685136,0,3.285831989561712,1,1,0,0,0
20230101963302,0,4,0,2,16.855427167029323,0,8.427713583514661,2,0,1,0,0
20230101963306,0,3,0,14,91.06605951239767,0,7.163752816681381,4,1,1,1,0
20230101963315,0,3,0,4,10.185842963482184,0,2.546460740870546,1,0,1,0,0
20230101963319,1,4,0,1,8.175829008714597,0,8.175829008714597,1,0,0,1,0
20230101963322,1,4,0,1,10.328068777836522,0,10.328068777836522,1,0,0,1,0
20230101963336,0,3,0,3,16.721392902375925,0,6.299284725969496,2,0,1,0,1
20230101963339,0,4,0,5,10.434145214930489,0,2.0868290429860976,1,0,1,0,0
20230101963359,0,3,0,1,8.778325928634482,0,8.778325928634482,1,0,0,0,1
20230101963362,0,4,0,1,8.57602797713713,0,8.57602797713713,1,0,0,0,1
20230101963367,0,3,0,5,35.18800019250531,0,7.626124775377631,2,0,1,0,0
20230101963370,1,4,0,2,17.928992084801834,0,8.964496042400917,2,1,1,0,0
20230101963374,1,5,0,4,18.07032493501528,0,4.51758123375382,2,0,1,1,0
20230101963385,1,4,0,13,35.691494012546684,0,2.7847411110719045,2,0,1,1,0
20230101963423,1,3,0,7,17.33686096463808,0,5.074094533823393,2,1,1,0,0
20230101963426,0,4,0,3,18.245576372508502,0,6.709978943275349,2,0,1,0,0
20230101963428,0,3,0,2,8.826147399143558,0,4.413073699571779,1,0,0,0,1
20230101963447,0,4,0,4,18.73314918801364,0,4.68328729700341,1,0,0,1,0
20230101963496,0,5,0,7,44.96932712842565,0,7.147362959005562,3,1,1,1,0
20230101963511,0,4,0,16,77.84608205934516,0,6.420279689403378,5,1,0,1,1
20230101963518,0,4,0,1,9.206031100388085,0,9.206031100388085,1,0,1,0,0
20230101963524,0,4,0,4,25.276462497242086,0,7.014504182909248,3,1,1,1,0
20230101963526,0,4,0,4,11.830600711329938,1,2.9576501778324844,1,1,0,0,0
20230101963529,1,4,0,1,8.62245370207373,0,8.62245370207373,1,0,1,0,0
20230101963532,0,4,0,9,18.06772434906095,0,2.028224540461074,2,1,0,1,0
20230101963539,0,4,0,2,9.233959237574815,0,4.616979618787408,1,0,1,0,0
20230101963599,0,5,0,4,34.26240934949738,0,8.565602337374346,1,0,1,0,0
20230101963626,1,4,0,2,9.27995971385624,0,4.63997985692812,1,0,1,0,0
20230101963649,0,4,0,4,17.4591525807232,0,4.3647881451808,2,1,1,0,0
20230101963663,0,4,0,4,33.60881504728074,0,8.402203761820186,2,0,1,1,0
20230101963686,0,4,0,2,16.65039016009996,0,8.32519508004998,2,1,0,1,0
20230101963687,0,3,0,1,8.205764725234456,0,8.205764725234456,1,0,0,0,1
20230101963691,0,3,0,3,26.479551052536742,0,8.826517017512247,2,1,1,0,0
20230101963693,0,4,0,3,25.773458396555846,0,8.59115279885195,3,1,1,0,0
20230101963696,0,4,0,2,9.675017339716192,0,4.837508669858096,1,0,0,0,1
20230101963743,0,3,0,50,259.32590877990606,0,6.407137176577674,4,1,1,1,1
20230101963750,1,3,0,13,107.10090732389179,1,8.23853133260706,5,1,1,1,1
20230101963753,0,4,0,4,18.179975942578274,0,5.8769007859155735,2,0,1,1,0
20230101963760,1,3,0,6,52.66811239470758,0,8.778018732451264,4,1,1,0,1
20230101963763,1,4,0,3,26.005298147862675,0,8.668432715954225,3,1,1,0,1
20230101963764,1,4,0,4,27.55117118329546,0,7.53514613154702,3,1,1,0,0
20230101963773,1,3,0,2,15.703291469141268,0,7.851645734570634,1,0,0,1,0
20230101963794,0,3,0,9,41.838329540969795,0,6.9410678711185225,1,0,0,1,0
20230101963803,1,3,0,8,26.253413761952878,0,3.396578903090583,2,1,0,1,0
20230101963805,1,4,0,2,8.215006432761575,0,4.107503216380787,1,1,0,0,0
20230101963807,0,2,0,4,18.187164481595033,0,4.546791120398758,2,0,1,0,0
20230101963843,0,2,0,7,10.029591429331854,0,1.4327987756188363,1,1,0,0,0
20230101963846,0,4,0,1,10.328068777836522,0,10.328068777836522,1,0,0,1,0
20230101963847,0,3,0,4,33.81104536334435,0,8.452761340836087,3,0,1,0,1
20230101963861,0,4,0,9,29.237194731680297,0,3.466823050175892,2,1,1,0,0
20230101963887,1,3,0,4,25.258392652438058,0,6.983925820877157,3,1,1,0,0
20230101963906,0,4,0,1,9.425371103179842,0,9.425371103179842,1,1,0,0,0
20230101963915,1,6,0,23,39.76164633720754,0,3.368540183537603,4,1,1,0,1
20230101963944,0,3,0,3,25.052820547131617,0,8.350940182377206,2,0,1,0,1
20230101963954,0,4,0,2,17.902103957389507,1,8.951051978694753,2,0,0,0,1
20230101963962,0,3,0,12,58.28236546445726,0,7.1787849493180875,3,1,1,1,0
20230101963964,0,5,0,2,10.086267337660775,0,5.043133668830388,1,0,0,0,1
20230101963970,0,4,0,1,10.450481157684562,0,10.450481157684562,1,0,0,1,0
20230101963978,0,4,0,16,82.84078920040123,0,6.206247078540667,5,1,1,1,0
20230101964001,0,4,0,1,8.789812386190972,0,8.789812386190972,1,0,1,0,0
20230101964006,1,5,0,1,10.130224639360469,1,10.130224639360469,1,1,0,0,0
20230101964016,1,4,0,2,9.33423800863242,0,4.66711900431621,1,0,1,0,0
20230101964018,0,3,0,1,8.82217476094608,0,8.82217476094608,1,1,0,0,0
20230101964032,1,4,0,5,17.937750241543394,0,5.457308852012553,1,0,1,0,0
20230101964047,0,3,0,2,17.019890219320548,0,8.509945109660274,2,0,1,0,1
20230101964048,1,3,0,2,17.287149099614876,1,8.643574549807438,2,1,1,0,0
20230101964052,1,3,0,6,10.687914072695598,0,1.781319012115933,1,1,0,0,0
20230101964064,0,4,0,6,19.837679258430278,0,3.6865481109340226,1,0,1,0,0
20230101964068,1,3,0,4,38.14333094412673,2,9.535832736031683,3,1,0,1,0
20230101964071,0,4,0,1,8.641179171197228,0,8.641179171197228,1,0,1,0,0
20230101964074,1,4,0,33,179.48458377441173,0,7.008820170210528,6,1,1,1,1
20230101964078,0,4,0,12,70.86845679601568,0,6.917285463334695,5,1,1,1,1
20230101964079,0,5,0,2,20.1151402919863,0,10.05757014599315,2,1,0,1,0
20230101964080,0,4,0,9,18.609850026464308,0,2.880332643799366,2,0,1,1,0
20230101964101,1,4,0,20,92.16998498721243,0,5.8012580164055665,3,1,0,1,1
20230101964103,1,4,0,36,154.77446674573326,0,7.0333127720639785,2,1,0,1,0
20230101964111,0,3,0,6,26.378155624607892,1,6.135521727507844,2,0,0,1,1
20230101964115,0,5,0,1,9.425371103179842,0,9.425371103179842,1,1,0,0,0
20230101964128,1,4,0,1,10.450481157684562,0,10.450481157684562,1,0,0,1,0
20230101964149,0,3,0,2,18.13199251215866,0,9.06599625607933,2,1,1,0,0
20230101964154,0,4,0,1,7.167809184316444,0,7.167809184316444,1,1,0,0,0
20230101964216,0,5,0,1,8.027476530860483,0,8.027476530860483,1,1,0,0,0
20230101964238,1,5,0,1,10.462274425587944,1,10.462274425587944,1,1,0,0,0
20230101964241,1,4,0,1,8.87346805533363,0,8.87346805533363,1,1,0,0,0
20230101964249,0,5,0,1,10.450481157684562,0,10.450481157684562,1,0,0,1,0
20230101964254,0,3,0,1,9.024733424190698,0,9.024733424190698,1,0,0,0,1
20230101964267,1,4,0,35,21.450484681162177,0,0.6252800092825568,1,0,0,1,0
20230101964282,1,4,0,4,32.658027230487335,0,8.164506807621834,1,1,0,0,0
20230101964296,0,4,0,2,9.58891378461603,0,4.794456892308015,1,0,0,0,1
20230101964301,0,3,0,10,79.7467470490209,0,8.289605923275245,5,1,0,1,1
20230101964306,0,4,0,4,34.93535832871853,0,8.733839582179632,3,1,1,0,0
20230101964345,1,4,0,3,24.8008655848434,0,8.2669551949478,2,1,0,1,0
20230101964355,1,2,0,5,28.844950734452972,0,7.557081780787257,3,1,0,1,1
20230101964357,0,3,0,4,18.25853186362501,0,4.564632965906252,2,0,1,0,0
20230101964360,1,3,0,9,12.390699875548895,1,1.376744430616544,1,1,0,0,0
20230101964375,0,4,0,7,18.724036933116544,0,3.251581066556036,2,0,1,0,1
20230101964387,1,4,0,1,10.265766763194693,0,10.265766763194693,1,1,0,0,0
20230101964493,1,3,0,1,8.00736706798333,0,8.00736706798333,1,1,0,0,0
20230101964499,0,3,0,1,8.453827315794417,0,8.453827315794417,1,0,1,0,0
20230101964502,1,3,0,10,61.88611334392102,0,6.8556924846349006,6,1,1,1,1
20230101964504,0,4,0,1,8.340217320947035,0,8.340217320947035,1,1,0,0,0
20230101964525,0,2,0,1,10.316457760130064,0,10.316457760130064,1,0,0,1,0
20230101964548,0,3,0,12,83.63005589971246,0,7.4947113564787315,5,1,1,1,1
20230101964549,0,5,0,22,26.02714797966703,0,5.43656469331967,3,0,1,1,1
20230101964566,1,4,0,3,18.398511604473818,0,6.865696300078804,2,0,1,0,1
20230101964572,1,3,0,1,8.646289764750648,0,8.646289764750648,1,0,1,0,0
20230101964602,0,3,0,24,114.39236468756081,1,6.15682486531288,5,1,1,0,1
20230101964603,0,6,0,1,10.306482946743364,0,10.306482946743364,1,0,0,0,1
20230101964617,0,5,0,8,43.83679303396531,0,6.075211611194644,2,1,0,0,1
20230101964618,0,5,0,1,9.273690687476943,1,9.273690687476943,1,0,0,0,1
20230101964638,0,4,0,6,24.61348028440961,0,4.986297854489309,2,1,0,0,1
20230101964666,0,4,0,17,28.14242372960384,0,3.6767638207534925,3,0,1,1,1
20230101964686,0,3,0,3,18.444939076891124,0,6.732195572156451,2,1,1,0,0
20230101964690,1,5,0,3,26.98418194317515,0,8.994727314391717,1,0,0,1,0
20230101964700,0,5,0,1,9.592059086354348,0,9.592059086354348,1,1,0,0,0
20230101964704,0,3,0,8,67.63479867088196,0,8.454349833860245,4,0,1,1,0
20230101964707,0,4,0,5,26.534514122083266,0,6.080822161550638,2,1,0,1,0
20230101964719,1,4,0,23,138.513730591279,0,6.795493645640998,5,1,0,1,1
20230101964733,1,4,0,1,8.902183446335016,0,8.902183446335016,1,1,0,0,0
20230101964750,1,3,0,4,17.646374482806465,0,5.599125303563081,2,1,1,0,0
20230101964759,1,4,0,1,7.938088726896952,0,7.938088726896952,1,0,0,1,0
20230101964780,1,3,0,2,8.48446336679332,0,4.24223168339666,1,0,0,1,0
20230101964789,0,4,0,4,36.384629178580084,1,9.096157294645021,2,1,1,0,0
20230101964801,0,4,0,1,8.695171998776056,0,8.695171998776056,1,0,1,0,0
20230101964820,1,3,0,1,8.641179171197228,0,8.641179171197228,1,0,1,0,0
