scd,gender,age_grp,order_date,total_qty,total_amt,event_product,num_category,amt/qty,prime_yn,most_product_0,most_product_1,most_product_2,most_product_3
20230101963226,1,3,0,6,39.433805771984794,2,2,7.609629195356372,0,0,0,1,0
20230101963247,1,3,0,6,45.51685547007837,0,3,8.070211654903162,1,1,0,0,0
20230101963251,0,3,0,2,10.845621454367802,0,1,5.422810727183901,1,0,0,0,1
20230101963253,1,2,0,6,47.014742374673595,0,3,8.445540444931016,1,0,1,0,0
20230101963257,0,4,0,1,10.248105097311578,0,1,10.248105097311578,1,0,0,0,1
20230101963276,1,2,0,5,46.547265738221775,0,4,9.309453147644355,1,0,1,0,0
20230101963279,1,3,0,6,21.564431604135972,0,2,6.0566010189745185,1,0,0,0,1
20230101963294,1,5,0,12,88.20347432533697,0,5,7.945893608473976,1,1,0,0,0
20230101963305,0,5,0,4,10.702727480606711,1,1,2.675681870151678,1,1,0,0,0
20230101963357,0,3,0,9,76.15573648923275,1,5,8.461748498803638,1,1,0,0,0
20230101963377,1,2,0,11,91.1284365253931,0,2,8.284403320490282,0,0,0,1,0
20230101963403,0,3,0,11,86.45647526071174,0,6,8.270842658812375,0,1,0,0,0
20230101963415,1,2,0,1,9.142489705068009,0,1,9.142489705068009,1,1,0,0,0
20230101963448,0,5,0,11,98.09659884266594,0,6,9.197897490312943,1,1,0,0,0
20230101963454,1,4,0,38,235.68590306798004,0,6,6.876340206799677,1,0,0,1,0
20230101963482,1,2,0,3,11.132309054831454,0,1,3.710769684943818,0,0,0,0,1
20230101963501,0,4,0,8,65.4753361300567,0,2,8.619601070164805,0,0,0,0,1
20230101963537,1,3,0,7,53.60036808286456,0,4,8.164781738056288,1,0,1,0,0
20230101963555,0,5,0,4,36.46994877690789,1,2,9.117487194226973,1,1,0,0,0
20230101963586,0,3,0,26,170.8994153182747,0,8,7.517304288357488,1,1,0,0,0
20230101963602,0,5,0,15,113.19537220059355,0,5,8.268005025015865,1,0,0,0,1
20230101963613,1,2,0,14,127.04159557084117,0,6,9.074399683631512,1,0,1,0,0
20230101963624,1,4,0,17,146.1268664123946,1,4,8.595698024258507,1,0,0,1,0
20230101963635,0,5,0,17,136.09714786044276,1,5,8.44095458042138,1,0,1,0,0
20230101963650,0,3,0,1,10.867386798325008,0,1,10.867386798325008,0,1,0,0,0
20230101963681,1,4,0,2,16.743256399829402,0,1,8.371628199914701,1,1,0,0,0
20230101963733,0,4,0,1,9.316500567804573,1,1,9.316500567804573,1,1,0,0,0
20230101963734,0,4,0,8,62.91601451112649,0,1,8.303045426151462,1,0,1,0,0
20230101963759,0,2,0,3,28.979815814309397,0,1,9.659938604769799,1,0,0,0,1
20230101963790,0,3,0,17,98.26322161890747,0,6,7.185759537435998,0,1,0,0,0
20230101963804,1,2,0,4,10.363472411086745,0,1,2.590868102771686,0,1,0,0,0
20230101963874,1,3,0,53,66.44995513467211,0,3,2.0064578118752547,1,1,0,0,0
20230101963877,0,2,0,8,56.2301347446287,1,4,7.935817557846145,0,0,0,0,1
20230101963893,1,4,0,5,36.81010984085944,0,3,7.987341717145723,0,1,0,0,0
20230101963919,1,2,0,9,45.75422708727804,1,3,6.593613496397656,1,1,0,0,0
20230101963943,1,5,0,11,70.31407925092442,0,4,7.857938070953599,1,0,1,0,0
20230101963974,1,3,0,10,74.0980665513355,0,6,8.18436588703702,0,0,1,0,0
20230101963982,0,6,0,1,9.71474542793925,0,1,9.71474542793925,1,0,1,0,0
20230101963983,0,4,0,14,62.778313538224786,0,3,4.4841652527303415,0,1,0,0,0
20230101963988,1,5,0,5,10.878349033768062,0,1,2.1756698067536124,0,0,1,0,0
20230101963998,1,3,0,4,34.62264035579656,0,3,8.65566008894914,1,0,1,0,0
20230101963999,0,4,0,21,86.09464590996852,1,5,5.420462051366253,0,0,0,1,0
20230101964017,0,5,0,15,110.72504623290733,1,5,8.06667116317445,1,1,0,0,0
20230101964053,1,3,0,9,59.33616139688049,0,4,7.939497701974808,0,0,1,0,0
20230101964056,0,2,0,9,64.66452140286314,0,2,7.848846739130672,1,0,1,0,0
20230101964083,1,4,0,1,9.98345333417401,0,1,9.98345333417401,1,0,1,0,0
20230101964085,1,4,0,1,9.98345333417401,0,1,9.98345333417401,1,0,1,0,0
20230101964087,1,4,0,1,9.98345333417401,0,1,9.98345333417401,1,0,1,0,0
20230101964094,0,2,0,17,67.8150237377226,1,2,5.92799675502489,0,1,0,0,0
20230101964107,0,5,0,19,53.9572985197353,0,1,2.8693972652504196,1,0,0,1,0
20230101964133,1,3,0,6,11.10818509417652,1,1,1.8513641823627534,1,1,0,0,0
20230101964140,0,2,0,1,12.307568201845754,0,1,12.307568201845754,1,0,1,0,0
20230101964169,0,5,0,5,36.55516856885032,0,3,7.966376721671212,1,0,1,0,0
20230101964186,1,4,0,16,105.25062312596629,0,5,7.892655381031368,1,0,1,0,0
20230101964192,0,4,0,1,11.36048498857772,0,1,11.36048498857772,0,0,0,0,1
20230101964210,0,5,0,17,81.81135873194734,0,5,6.994391493641016,0,0,1,0,0
20230101964243,1,3,0,10,44.96891143396874,0,1,5.643510723612783,1,1,0,0,0
20230101964258,1,5,0,15,37.69411802266993,0,2,4.331914880078382,1,1,0,0,0
20230101964275,1,5,0,8,63.5523497472906,0,6,8.406986141683166,0,0,1,0,0
20230101964285,1,2,0,6,46.52714923942929,0,4,8.309060992363168,0,0,0,0,1
20230101964297,1,2,0,2,17.974514149687522,0,2,8.987257074843761,0,1,0,0,0
20230101964299,1,3,0,4,10.847568533391785,1,1,2.711892133347946,0,1,0,0,0
20230101964300,1,3,0,32,236.31793136353033,0,7,7.866518007077369,1,1,0,0,0
20230101964310,1,3,0,5,27.16831138634243,1,2,6.948306202332795,1,1,0,0,0
20230101964352,1,3,0,8,73.3148152866844,0,4,9.16435191083555,0,0,1,0,0
20230101964354,1,3,0,12,83.91788294336752,0,3,7.467946121140734,1,0,0,1,0
20230101964372,1,4,0,19,156.78857089550118,0,4,8.49212697237399,0,1,0,0,0
20230101964385,1,4,0,9,72.64705725490134,5,6,8.515063307140812,1,0,0,0,1
20230101964386,0,5,0,2,11.064871176788817,0,1,5.532435588394408,1,1,0,0,0
20230101964401,1,3,0,1,9.850192255477904,0,1,9.850192255477904,1,0,0,0,1
20230101964446,1,4,0,1,10.491301994830229,0,1,10.491301994830229,0,1,0,0,0
20230101964453,1,3,0,14,114.5538047650773,0,6,8.429669723200337,0,1,0,0,0
20230101964457,0,4,0,1,10.547864568726643,1,1,10.547864568726643,1,0,0,1,0
20230101964459,1,3,0,9,72.90356041158,0,4,8.514504243472663,0,0,0,0,1
20230101964464,1,3,0,5,35.55880000109795,0,2,7.774851983027512,0,0,0,0,1
20230101964467,1,4,0,17,85.91924114336032,0,5,6.413840150868931,1,0,0,0,1
20230101964512,1,4,0,7,34.995187414452246,0,4,6.173762863599009,1,0,1,0,0
20230101964535,0,2,0,9,73.6611503745869,0,4,8.615720065071232,0,0,1,0,0
20230101964560,1,2,0,3,26.8256826799835,2,3,8.941894226661168,1,1,0,0,0
20230101964568,0,4,0,7,57.993496468224485,0,4,8.821693486116551,0,0,1,0,0
20230101964573,1,5,0,8,60.49495088230548,0,6,8.069565282398838,0,0,1,0,0
20230101964580,0,2,0,13,81.62131576226471,0,4,6.963035395545098,1,1,0,0,0
20230101964583,0,4,0,1,9.703877405604633,0,1,9.703877405604633,0,0,0,0,1
20230101964587,0,3,0,1,9.89877647280601,0,1,9.89877647280601,1,0,0,0,1
20230101964628,0,4,0,19,83.98205744418777,0,5,6.491135074469131,1,0,0,0,1
20230101964632,1,3,0,3,29.301843292740706,2,2,9.767281097580236,1,1,0,0,0
20230101964650,1,3,0,2,10.990448898463375,0,1,5.495224449231688,1,1,0,0,0
20230101964664,1,3,0,18,97.83536906388672,0,5,7.324245390562934,1,1,0,0,0
20230101964671,1,5,0,11,38.77535947450458,0,1,7.448439533925398,1,1,0,0,0
20230101964677,1,3,0,5,47.577375744410396,2,2,9.515475148882079,1,1,0,0,0
20230101964684,0,4,0,1,9.89802264710506,0,1,9.89802264710506,0,0,0,0,1
20230101964688,1,4,0,5,9.50383054471094,0,1,1.9007661089421881,0,1,0,0,0
20230101964694,1,4,0,21,60.64403651522231,0,3,4.920978179638152,1,0,0,1,0
20230101964764,0,2,0,3,26.846059758440017,0,2,8.948686586146673,0,1,0,0,0
20230101964782,0,3,0,19,36.89133460024183,0,2,3.544767611218033,1,0,0,1,0
20230101964783,0,4,0,2,11.540705987980957,1,1,5.770352993990478,0,0,0,1,0
20230101964784,0,3,0,3,11.04517529477736,0,1,3.68172509825912,0,0,0,0,1
20230101964786,1,5,0,15,19.69665636214039,0,2,1.449732062198431,0,1,0,0,0
20230101964796,0,3,0,23,129.23056813496865,0,5,7.355736899052227,1,0,1,0,0
20230101964798,1,3,0,13,73.69472206257001,0,5,7.071906480562021,1,0,1,0,0
20230101964813,1,4,0,1,10.34512385694912,0,1,10.34512385694912,0,1,0,0,0
20230101964816,0,3,0,2,20.147510835223827,0,2,10.073755417611913,1,1,0,0,0
20230101964855,0,4,0,13,90.43489971152447,2,5,8.32389122580158,1,1,0,0,0
20230101964860,1,3,0,1,9.89877647280601,0,1,9.89877647280601,1,0,0,0,1
20230101964885,1,3,0,14,74.4517510811842,0,5,6.637175887002336,0,0,0,1,0
20230101964902,0,3,0,5,43.738188826888546,1,4,8.747637765377709,1,0,1,0,0
20230101964934,0,4,0,35,173.7540689436358,0,7,6.234184959685903,0,1,0,0,0
20230101964992,0,5,0,5,37.98807850815256,0,1,8.285694165768199,0,1,0,0,0
20230101964998,0,6,0,1,9.51148146411212,0,1,9.51148146411212,1,1,0,0,0
20230101965017,0,2,0,5,26.015427648584787,0,2,6.346376928019791,0,1,0,0,0
20230101965094,1,3,0,3,27.640456799110943,2,2,9.213485599703647,0,1,0,0,0
20230101965096,0,4,0,6,56.47554991134351,2,3,9.412591651890585,1,1,0,0,0
20230101965099,1,3,0,15,40.53214645369677,0,4,4.167853735749109,1,1,0,0,0
20230101965105,1,3,0,7,61.2795573592308,0,5,8.754222479890114,1,0,1,0,0
20230101965163,1,5,0,19,76.40095404379537,0,2,5.8783647747210885,1,0,0,1,0
20230101965171,0,3,0,14,74.52167827501944,1,5,6.186288278017627,1,1,0,0,0
20230101965180,1,2,0,30,215.7069403469504,0,8,7.962895858776765,1,0,1,0,0
20230101965195,1,4,0,2,17.934322097566938,0,2,8.967161048783469,0,0,0,0,1
20230101965199,1,3,0,5,11.169758871056288,0,1,2.2339517742112576,1,0,0,0,1
20230101965214,1,3,0,1,9.559305672844864,0,1,9.559305672844864,0,1,0,0,0
20230101965275,0,2,0,1,10.847568533391785,1,1,10.847568533391785,0,0,0,1,0
20230101965284,0,2,0,18,91.75605821970343,0,4,6.453752134624578,1,0,1,0,0
20230101965329,1,3,0,3,10.338155412452387,0,1,3.446051804150796,1,1,0,0,0
20230101965348,1,2,0,7,46.22410137611043,0,3,7.401860463647648,0,0,0,0,1
20230101965355,1,3,0,2,10.20459164531955,0,1,5.102295822659775,1,1,0,0,0
20230101965366,0,4,0,41,75.94024840332547,0,3,4.05453320307039,1,0,1,0,0
20230101965404,1,3,0,13,53.667799586651704,0,4,6.651495005268077,0,0,0,1,0
20230101965425,1,2,0,69,204.6635925303714,1,7,6.335792017996098,1,0,1,0,0
20230101965429,1,4,0,1,9.772638274111136,0,1,9.772638274111136,1,0,0,0,1
20230101965486,1,2,0,13,47.57938234459441,0,2,5.038980084786696,1,0,0,0,1
20230101965504,1,3,0,15,63.30057629190052,0,1,5.172558240523676,0,0,0,0,1
20230101965507,1,4,0,4,38.43864824527473,0,4,9.609662061318682,0,0,1,0,0
20230101965559,1,3,0,4,20.390132986164595,0,1,6.517971024452568,1,0,0,0,1
20230101965570,0,5,0,4,23.372253660938036,0,2,5.843063415234509,1,0,1,0,0
20230101965572,0,4,0,2,18.633001135609145,2,1,9.316500567804573,1,1,0,0,0
20230101965592,1,2,0,6,30.466602738433558,2,2,6.135794822424514,0,1,0,0,0
20230101965615,1,2,0,18,64.89658232713204,0,2,3.7183911359952155,1,0,1,0,0
20230101965658,0,3,0,13,19.992580566029137,0,2,5.2306656955281134,1,1,0,0,0
20230101965682,0,5,0,10,18.91142994426343,0,1,1.891142994426343,1,0,0,1,0
20230101965701,1,3,0,2,22.541274377261136,0,2,11.270637188630568,0,0,1,0,0
20230101965719,0,3,0,27,143.67420368384336,0,5,6.606349288006828,0,0,0,1,0
20230101965725,1,2,0,1,10.043032079974024,0,1,10.043032079974024,1,0,1,0,0
20230101965812,0,4,0,17,128.5597394844642,7,7,8.21294647612726,1,1,0,0,0
20230101965824,1,6,0,8,57.967378988910916,0,4,8.046129216458564,0,0,0,1,0
20230101965838,1,2,0,13,67.84880335978464,1,2,6.042314043485551,0,1,0,0,0
20230101965847,1,3,0,3,17.9833434099004,0,1,6.559403044997645,1,0,0,0,1
20230101965852,0,5,0,9,29.795741246441487,0,2,5.248086567283631,1,0,1,0,0
20230101965861,1,2,0,8,52.56992063984918,0,3,7.749865623241264,1,0,0,0,1
20230101965899,0,2,0,1,10.715106420466311,0,1,10.715106420466311,0,0,0,0,1
20230101965931,0,3,0,25,47.08084539672532,0,2,3.0847710684440885,1,0,0,0,1
20230101965938,0,5,0,3,27.284783373433797,0,2,9.094927791144599,1,0,0,0,1
20230101965966,1,2,0,3,26.078825069764093,0,3,8.692941689921364,0,1,0,0,0
20230101965975,0,3,0,15,82.5307639357284,0,3,6.428282715314543,0,0,0,0,1
20230101965982,0,3,0,3,29.343148361322633,2,2,9.78104945377421,0,1,0,0,0
20230101965993,1,3,0,30,46.88336259868948,0,1,1.6767114768172071,1,0,0,1,0
20230101965999,1,4,0,7,20.131999364731584,0,2,2.9351728584571437,1,1,0,0,0
20230101966014,0,4,0,7,64.20374636120627,1,4,9.17196376588661,1,0,1,0,0
20230101966017,1,3,0,22,44.77558506243288,2,4,4.47020218372118,1,0,1,0,0
20230101966030,1,4,0,18,67.57674134868697,0,3,6.729984543363505,0,0,1,0,0
20230101966033,1,3,0,5,28.09374225262104,0,3,7.004616654667522,1,1,0,0,0
20230101966054,1,2,0,13,12.586223364451625,0,1,0.9681710280347404,0,0,0,0,1
20230101966062,1,5,0,1,10.028003427233696,0,1,10.028003427233696,1,1,0,0,0
20230101966078,0,2,0,16,86.41319494111055,0,1,6.228348479357022,1,0,0,1,0
20230101966082,1,6,0,1,9.881395306061313,0,1,9.881395306061313,1,0,0,0,1
20230101966157,1,3,0,5,11.01582192792268,1,1,2.203164385584536,1,0,0,1,0
20230101966158,1,4,0,8,55.9220076945011,0,4,7.687637832492246,0,0,1,0,0
20230101966159,0,4,0,1,9.00601857490256,0,1,9.00601857490256,1,0,0,0,1
20230101966169,1,4,0,1,8.503702601233739,0,1,8.503702601233739,0,0,1,0,0
20230101966189,0,4,0,20,140.0742523998629,0,5,7.679927881352018,0,0,1,0,0
20230101966190,1,3,0,18,26.305554136773743,0,1,1.4614196742652084,1,0,1,0,0
20230101966241,1,3,0,3,26.59197246326243,0,2,8.863990821087476,1,1,0,0,0
20230101966258,0,2,0,23,181.42364133590544,0,3,8.073499038460687,1,0,0,1,0
20230101966265,0,2,0,7,37.1077271740334,0,3,6.550634289677222,1,1,0,0,0
20230101966345,1,4,0,1,9.021839764105511,0,1,9.021839764105511,0,0,1,0,0
20230101966357,0,5,0,10,11.074746031189092,0,1,1.107474603118909,0,0,0,0,1
20230101966359,0,2,0,59,180.26365100834798,0,8,5.461500732805847,0,1,0,0,0
20230101966389,0,3,0,2,17.667794854039627,0,2,8.833897427019814,1,1,0,0,0
20230101966401,0,3,0,5,36.1873255060342,0,2,7.771257420843607,1,1,0,0,0
20230101966428,1,5,0,2,16.624329106842815,0,2,8.312164553421407,1,1,0,0,0
20230101966459,0,3,0,7,47.017706553615035,0,3,7.471371288975689,1,0,0,1,0
20230101966476,1,5,0,10,10.196940441748334,0,1,1.0196940441748334,0,0,0,1,0
20230101966491,1,3,0,1,9.915860688599269,0,1,9.915860688599269,1,0,0,0,1
20230101966498,1,2,0,32,81.48616209723986,0,4,4.181367576083646,1,0,0,1,0
20230101966528,0,4,0,7,47.117466275627635,1,3,7.566273858250442,1,0,0,1,0
20230101966530,1,3,0,2,23.265797076559487,0,1,11.632898538279743,0,0,0,0,1
20230101966537,1,4,0,4,26.070547737960496,0,3,6.981658082895515,1,0,1,0,0
20230101966554,1,4,0,1,9.587063011218692,0,1,9.587063011218692,1,0,0,0,1
20230101966556,0,3,0,1,10.033726029459856,0,1,10.033726029459856,0,0,0,0,1
20230101966586,1,3,0,20,10.37913149526554,0,1,0.518956574763277,1,0,0,1,0
20230101966602,1,3,0,1,7.952966790923131,0,1,7.952966790923131,1,1,0,0,0
