category,item
0007,[가정의달] 혼합과일선물세트(사과4+참외4+골드키위6+백자메론2)5.2Kg
0007,이츠웰 훈제오리600gx3개
0007,꿀 고구마 2kg (특상)
0007,이츠웰 냉동블루베리(60g*10입)x2개
0007,[가정의달] 사과배혼합세트4호(사과8수+배3수 4.5Kg)
0007,양갈비 프렌치랙 300g+시즈닝 2종
0007,퓨어스펙 블랙라벨 고당도 오렌지 3kg내외
0007,이츠웰 아이스애플망고바(80g*10입)x2개
0007,프레시웨이 간식/아이스크림 골라담기
0007,이츠웰 냉동애플망고(100g*7입)x2개
0007,꿀 고구마 2kg (중)
0007,미트마스터 한돈 삼겹살300g+목심살300g(총600g)
0007,이츠웰 해물모둠500gX2개
0007,무농약 대추방울토마토 1kg
0007,양갈비 숄더랙 300g+시즈닝 2종
0007,랍스터홍새우가리비관자플래터
0007,이츠웰 THE감바스X2개
0007,이츠웰 더쫄깃한 육포 (45gx10봉)
0007,미트마스터 한돈 항정살 300g x 2팩
0007,[가정의달] 명란시대 짜지않고 맛있는 명란젓 800g
0007,[가정의달] 배선물세트(9입 6.5Kg)
0007,양갈비 어깨살 300g+시즈닝 2종
0007,퓨어스펙 블랙라벨 고당도 오렌지 1.8kg내외
0007,이츠웰 빵가루왕새우튀김300gx3개
0007,미트마스터 한돈 삼겹살 300g x 2팩
0007,[가정의달] 청도 반건시 선물세트 1.5kg(30개입)
0007,정품진 무항생제 1+등급 한우 등심 200g+채끝 200g
0007,무농약 토마토 2kg내외
0007,[가정의달] 청도 반건시 프리미엄 선물세트 1.5kg (24개입)
0007,이츠웰 원터치 스위트콘 425g
0007,이츠웰 빵가루코코넛새우튀김200gx3개
0007,제스프리 골드키위 15입(2.1kg내외)
0007,이츠웰 더쫄깃한 육포 (45gx6봉)
0007,미트마스터 한돈 목심살300gx2팩(총600g)
0007,미트마스터 한돈 등심덧살300gx2팩
0007,정품진 무항생제 1+등급 한우 양지 200g+설도 200g
0007,미트마스터 한돈 삼겹살 300g+목심살 300g+항정살 300g
0007,[가정의달] 이스라엘 메르쥴 품종 대추야자 선물세트 700g
0007,친환경 감자 3kg
0007,무항생제 닭다리 400g 2팩
0007,정품진 무항생제 1+등급 한우 등심 200gx2팩
0007,무항생제 윗날개(봉) 350g 2팩
0007,이츠웰 원터치 황도캔 400g
0007,무항생제 아랫날개(윙) 350g 2팩
0007,무항생제 닭볶음용 800g
0007,정품진 무항생제 1+등급 한우 등심 200gx3팩
0007,정품진 무항생제 한우차돌박이 200g 2팩
0007,[가정의달] 송이고버섯선물세트 700g
0007,정품진 무항생제 1+등급 한우 채끝 200gx2팩
0007,친환경 채소꾸러미(표고버섯 300g 감자 1kg 양파 1kg 애호박 1개)
0007,미트마스터 한돈 삼겹살300g+목심살300g+갈매기살300g
0007,정품진 무항생제 1+등급 한우 양지 200g
0007,정품진 무항생제 1+등급 한우 안심 200g+채끝 200g
0007,미트마스터 한돈 수육용 삼겹살 500gx2팩
0007,미트마스터 한돈 수육용 목심살 500gx2팩
0007,정품진 무항생제 1+등급 한우 안심 200gx2팩
0007,무항생제 닭가슴살 400g 2팩
0007,메르쥴품종 대추야자 350g x2개
0007,미트마스터 한돈 삼겹살300g+목심살300g+항정살300g+등심덧살300g (총 1.2kg)
0007,미트마스터 한돈 갈매기살300gx2팩(총600g)
0007,미트마스터 한돈 항정살300g+등심덧살300g+갈매기살300g (총 900g)
0007,미트마스터 한돈 수육용 삼겹살 500g+목심살 500g
0007,정품진 무항생제 1+등급 한우 안심 200g+등심 200g+채끝 200g(구이용)
0007,정품진 무항생제 1+등급 한우 안심 200g+등심 200g+채끝 200g(스테이크용)
0007,정품진 무항생제 1+등급 한우 등심200gx2팩+채끝200g
0007,정품진 무항생제 1+등급 한우 설도 200g x 2팩
0007,[가정의달] 국내산 함안 백자메론(5수) 선물세트 6kg
0007,[가정의달] 사과 선물세트 4.2kg 12입
0007,[가정의달] 머스크 멜론 선물세트 4.5kg(3수)
0007,무농약 양파 3kg
0007,정품진 1+ 등심 300g+갈비살 300g
0007,정품진 1+ 갈비살 600g(300gX2팩)
0007,정품진 1+ 등심300g+채끝300g+갈비살300g
0007,[행사]청매실 10kg
0007,[행사]청매실 5kg
0007,무항생제 백숙용 생닭 830g
0007,정품진 무항생제 1+등급 한우 사태 200g+목심 200g
